,call_type,latitude,longitude
3074,Alarms,37.79400711,-122.43324969999999
3081,Alarms,37.80539124,-122.4448002
3090,Alarms,37.72713728,-122.378969
3094,Alarms,37.79388531,-122.4128518
3108,Alarms,37.73563597,-122.4184659
3130,Alarms,37.78295349,-122.4132437
3147,Alarms,37.77386178,-122.413046
3171,Alarms,37.80542259,-122.42595890000001
3178,Alarms,37.72713728,-122.378969
3182,Alarms,37.76846225,-122.43120490000001
3197,Alarms,37.80539124,-122.4448002
3199,Alarms,37.76497779,-122.4664456
3221,Alarms,37.79400711,-122.43324969999999
3236,Alarms,37.73563597,-122.4184659
3248,Alarms,37.76712423,-122.39764
3254,Alarms,37.72713728,-122.378969
3264,Alarms,37.79824546,-122.43579369999999
3269,Alarms,37.79883609,-122.4062732
3296,Alarms,37.78316343,-122.4115993
3321,Alarms,37.7824485,-122.4163274
3326,Alarms,37.77887982,-122.43356999999999
3327,Alarms,37.71872229,-122.38911829999999
3338,Alarms,37.78782467,-122.3970324
3339,Alarms,37.78347684,-122.4124351
3340,Alarms,37.78511111,-122.414592
3343,Alarms,37.78409104,-122.4117844
3362,Alarms,37.78706547,-122.4131598
3365,Alarms,37.80539124,-122.4448002
3373,Alarms,37.79212424,-122.4235283
3383,Alarms,37.75703373,-122.47675840000001
3390,Alarms,37.79188433,-122.40998359999999
3392,Alarms,37.78706547,-122.4131598
3397,Alarms,37.79802285,-122.4058632
3408,Alarms,37.75703373,-122.47675840000001
3413,Alarms,37.76889301,-122.42438059999999
3414,Alarms,37.80539124,-122.4448002
3418,Alarms,37.78697332,-122.4258459
3422,Alarms,37.79212424,-122.4235283
3427,Alarms,37.78480739,-122.41361540000001
3428,Alarms,37.78511111,-122.414592
3430,Alarms,37.78409104,-122.4117844
3435,Alarms,37.74543747,-122.436846
3458,Alarms,37.7824485,-122.4163274
3463,Alarms,37.79212424,-122.4235283
3476,Alarms,37.78326039,-122.4183662
3490,Alarms,37.78697332,-122.4258459
3491,Alarms,37.78656673,-122.4072284
3496,Alarms,37.77535296,-122.42934450000001
3497,Alarms,37.78347684,-122.4124351
3506,Alarms,37.79802285,-122.4058632
3515,Alarms,37.80539124,-122.4448002
3520,Alarms,37.78316343,-122.4115993
3526,Alarms,37.78316343,-122.4115993
3532,Alarms,37.74543747,-122.436846
3538,Alarms,37.78326039,-122.4183662
3561,Alarms,37.76889301,-122.42438059999999
