Column1,Unnamed0,call_type,received_timestamp,disptach_timestamp,dispatch_time,latitude,longitude,TransactionId,ComputedAPN,StreetAddress,ComputedCity,ComputedState,ComputedZip
4586,4586,Structure Fire,0 days 20:19:16.000000000,0 days 20:22:00.000000000,0 days 00:02:44.000000000,37.79843074,-122.4026627,,143002,300 Broadway,San Francisco,CA,94133
4604,4604,Structure Fire,0 days 20:19:16.000000000,0 days 20:22:00.000000000,0 days 00:02:44.000000000,37.76027169,-122.5093816,,1804001,1301 La Playa St,San Francisco,CA,94122
4606,4606,Structure Fire,0 days 07:33:46.000000000,0 days 07:35:21.000000000,0 days 00:01:35.000000000,37.78026497,-122.4033872,,3733029,896 Folsom St,San Francisco,CA,94103
4611,4611,Structure Fire,0 days 15:52:18.000000000,0 days 15:54:11.000000000,0 days 00:01:53.000000000,37.80386497,-122.442782,,913014,2046 Beach St,San Francisco,CA,94123
4625,4625,Structure Fire,0 days 13:31:36.000000000,0 days 13:31:40.000000000,0 days 00:00:04.000000000,37.70881491,-122.4236241,,5050270,2600 GENEVA AVE,Brisbane,CA,94014
4650,4650,Structure Fire,0 days 20:19:16.000000000,0 days 20:22:00.000000000,0 days 00:02:44.000000000,37.72615174,-122.3955539,,5429002,5700 3rd St,San Francisco,CA,94124
4652,4652,Structure Fire,0 days 19:15:11.000000000,0 days 19:17:11.000000000,0 days 00:02:00.000000000,37.77667245,-122.3945574,,8701004,301 Townsend St,San Francisco,CA,94107
4661,4661,Structure Fire,0 days 19:37:40.000000000,0 days 19:39:00.000000000,0 days 00:01:20.000000000,37.78482478,-122.409335,,330014,140 Mason St,San Francisco,CA,94102
4684,4684,Structure Fire,0 days 19:37:40.000000000,0 days 19:39:00.000000000,0 days 00:01:20.000000000,37.72582497,-122.4423244,,3202019,1957 San Jose Ave,San Francisco,CA,94112
4686,4686,Structure Fire,0 days 07:48:50.000000000,0 days 07:49:31.000000000,0 days 00:00:41.000000000,37.78107188,-122.4658941,,1439020,4328 Geary Blvd,San Francisco,CA,94118
4692,4692,Structure Fire,0 days 07:33:46.000000000,0 days 07:35:21.000000000,0 days 00:01:35.000000000,37.78234047,-122.4037719,,3733081,849 Howard St,San Francisco,CA,94103
4693,4693,Structure Fire,0 days 07:30:37.000000000,0 days 07:30:46.000000000,0 days 00:00:09.000000000,37.78921414,-122.446464,,998009,3240 Clay St,San Francisco,CA,94115
4702,4702,Structure Fire,0 days 20:19:16.000000000,0 days 20:22:00.000000000,0 days 00:02:44.000000000,37.77649448,-122.4113591,,3727202,1166 Howard St,San Francisco,CA,94103
4707,4707,Structure Fire,0 days 07:33:46.000000000,0 days 07:35:21.000000000,0 days 00:01:35.000000000,37.76724422,-122.5102257,,1700001,1000 Great Hwy,San Francisco,CA,94122
4722,4722,Structure Fire,0 days 20:07:08.000000000,0 days 20:07:15.000000000,0 days 00:00:07.000000000,37.74817255,-122.458695,,2864001D,350 Laguna Honda Blvd,San Francisco,CA,94116
4729,4729,Structure Fire,0 days 07:48:50.000000000,0 days 07:49:31.000000000,0 days 00:00:41.000000000,37.76113404,-122.4898533,,1785017,2548 Judah St,San Francisco,CA,94122
4735,4735,Structure Fire,0 days 07:48:50.000000000,0 days 07:49:31.000000000,0 days 00:00:41.000000000,37.77095828,-122.468301,,1700001,1000 Great Hwy,San Francisco,CA,94122
4737,4737,Structure Fire,0 days 15:52:18.000000000,0 days 15:54:11.000000000,0 days 00:01:53.000000000,37.78186545,-122.4142853,,345004,200 Golden Gate Ave,San Francisco,CA,94102
4741,4741,Structure Fire,0 days 07:33:46.000000000,0 days 07:35:21.000000000,0 days 00:01:35.000000000,37.78578701,-122.4125478,,324024,477 Ofarrell St,San Francisco,CA,94102
4762,4762,Structure Fire,0 days 07:48:50.000000000,0 days 07:49:31.000000000,0 days 00:00:41.000000000,37.78487706,-122.4423489,,1075001,2400 Post St,San Francisco,CA,94115
4765,4765,Structure Fire,0 days 19:37:40.000000000,0 days 19:39:00.000000000,0 days 00:01:20.000000000,37.78186545,-122.4142853,,345004,200 Golden Gate Ave,San Francisco,CA,94102
4801,4801,Structure Fire,0 days 20:19:16.000000000,0 days 20:22:00.000000000,0 days 00:02:44.000000000,37.72265394,-122.4541803,,6944008,243 Lee Ave,San Francisco,CA,94112
4815,4815,Structure Fire,0 days 07:33:46.000000000,0 days 07:35:21.000000000,0 days 00:01:35.000000000,37.79508406,-122.4073869,,193017,852 Washington St,San Francisco,CA,94108
4836,4836,Structure Fire,0 days 07:48:50.000000000,0 days 07:49:31.000000000,0 days 00:00:41.000000000,37.79447972,-122.3947476,,233035,2 Sacramento St,San Francisco,CA,94111
4867,4867,Structure Fire,0 days 16:23:13.000000000,0 days 16:23:21.000000000,0 days 00:00:08.000000000,37.75624034,-122.4187553,,3615023,2551 Mission St,San Francisco,CA,94110
4881,4881,Structure Fire,0 days 19:15:11.000000000,0 days 19:17:11.000000000,0 days 00:02:00.000000000,37.70960617,-122.4598694,,7163036,180 Goethe St,San Francisco,CA,94112
4890,4890,Structure Fire,0 days 19:37:40.000000000,0 days 19:39:00.000000000,0 days 00:01:20.000000000,37.79910286,-122.4455005,,0934008E,3024 Baker St,San Francisco,CA,94123
4893,4893,Structure Fire,0 days 16:23:13.000000000,0 days 16:23:21.000000000,0 days 00:00:08.000000000,37.72581695,-122.402917,,6049006,2848 San Bruno Ave,San Francisco,CA,94134
4946,4946,Structure Fire,0 days 07:48:50.000000000,0 days 07:49:31.000000000,0 days 00:00:41.000000000,37.76824603,-122.4533523,,1700001,1000 Great Hwy,San Francisco,CA,94122
4958,4958,Structure Fire,0 days 19:37:40.000000000,0 days 19:39:00.000000000,0 days 00:01:20.000000000,37.7592203,-122.4633116,,2636003,6 Locksley Ave,San Francisco,CA,94131
4975,4975,Structure Fire,0 days 07:33:46.000000000,0 days 07:35:21.000000000,0 days 00:01:35.000000000,37.74299701,-122.4216445,,6635055,3372 Mission St,San Francisco,CA,94110
4990,4990,Structure Fire,0 days 07:33:46.000000000,0 days 07:35:21.000000000,0 days 00:01:35.000000000,37.75623199,-122.4188933,,3616007,2554 Mission St,San Francisco,CA,94110
5002,5002,Structure Fire,0 days 19:37:40.000000000,0 days 19:39:00.000000000,0 days 00:01:20.000000000,37.78255696,-122.4163494,,336005,440 Turk St,San Francisco,CA,94102
5003,5003,Structure Fire,0 days 20:19:16.000000000,0 days 20:22:00.000000000,0 days 00:02:44.000000000,37.78750218,-122.4527802,,1011010,3640 Sacramento St,San Francisco,CA,94118
5008,5008,Structure Fire,0 days 15:52:18.000000000,0 days 15:54:11.000000000,0 days 00:01:53.000000000,37.72342964,-122.4535824,,3180001,11 Phelan Ave,San Francisco,CA,94112
5009,5009,Structure Fire,0 days 19:37:40.000000000,0 days 19:39:00.000000000,0 days 00:01:20.000000000,37.76907613,-122.4471673,,1245007,1418 Waller St,San Francisco,CA,94117
5020,5020,Structure Fire,0 days 15:52:18.000000000,0 days 15:54:11.000000000,0 days 00:01:53.000000000,37.71226467,-122.4729324,,7380039,1 Thomas More Way,San Francisco,CA,94132
5035,5035,Structure Fire,0 days 19:15:11.000000000,0 days 19:17:11.000000000,0 days 00:02:00.000000000,37.72265394,-122.4541803,,6944008,243 Lee Ave,San Francisco,CA,94112
5089,5089,Structure Fire,0 days 19:53:01.000000000,0 days 19:55:15.000000000,0 days 00:02:14.000000000,37.78202427,-122.4011597,,3734091,701 Howard St,San Francisco,CA,94103
5107,5107,Structure Fire,0 days 12:38:34.000000000,0 days 12:39:05.000000000,0 days 00:00:31.000000000,37.76342006,-122.4582525,,1756001,400 Parnassus Ave,San Francisco,CA,94122
5109,5109,Structure Fire,0 days 16:25:42.000000000,0 days 16:27:06.000000000,0 days 00:01:24.000000000,37.78332633,-122.4403249,,1079025,2238 Geary Blvd,San Francisco,CA,94115
5117,5117,Structure Fire,0 days 16:25:42.000000000,0 days 16:27:06.000000000,0 days 00:01:24.000000000,37.73408651,-122.4340661,,6744025,2830 Diamond St,San Francisco,CA,94131
5119,5119,Structure Fire,0 days 07:14:16.000000000,0 days 07:15:03.000000000,0 days 00:00:47.000000000,37.76429934,-122.4185514,,3570045,151 Capp St,San Francisco,CA,94110
5172,5172,Structure Fire,0 days 19:53:01.000000000,0 days 19:55:15.000000000,0 days 00:02:14.000000000,37.77256476,-122.4305998,,848003,333 Fillmore St,San Francisco,CA,94117
5176,5176,Structure Fire,0 days 19:53:01.000000000,0 days 19:55:15.000000000,0 days 00:02:14.000000000,37.73485505,-122.3794869,,4624009,56 W Point Rd,San Francisco,CA,94124
5189,5189,Structure Fire,0 days 02:04:53.000000000,0 days 02:05:20.000000000,0 days 00:00:27.000000000,-37.798714,122.4096183,,,,,,
5222,5222,Structure Fire,0 days 16:25:42.000000000,0 days 16:27:06.000000000,0 days 00:01:24.000000000,37.78469892,-122.4135935,,333020,441 Ellis St,San Francisco,CA,94102
5231,5231,Structure Fire,0 days 07:14:16.000000000,0 days 07:15:03.000000000,0 days 00:00:47.000000000,37.80558464,-122.4119727,,41001,2293 Powell St,San Francisco,CA,94133
5236,5236,Structure Fire,0 days 19:07:50.000000000,0 days 19:07:56.000000000,0 days 00:00:06.000000000,37.7639379,-122.3942141,,4000028,1001 Mariposa St,San Francisco,CA,94107
5249,5249,Structure Fire,0 days 19:53:01.000000000,0 days 19:55:15.000000000,0 days 00:02:14.000000000,37.78611721,-122.4198542,,694004,1000 Geary St,San Francisco,CA,94109
5278,5278,Structure Fire,0 days 16:25:42.000000000,0 days 16:27:06.000000000,0 days 00:01:24.000000000,37.79053181,-122.4039142,,288025,246 Kearny St,San Francisco,CA,94108
5318,5318,Structure Fire,0 days 19:53:01.000000000,0 days 19:55:15.000000000,0 days 00:02:14.000000000,-37.773389,122.413645,,,,,,
5327,5327,Structure Fire,0 days 16:25:42.000000000,0 days 16:27:06.000000000,0 days 00:01:24.000000000,37.77830294,-122.4154368,,355004,1230 Market St,San Francisco,CA,94102
5332,5332,Structure Fire,0 days 19:53:01.000000000,0 days 19:55:15.000000000,0 days 00:02:14.000000000,37.71901187,-122.4804507,,7335001,3711  19th Ave,San Francisco,CA,94132
5345,5345,Structure Fire,0 days 12:38:34.000000000,0 days 12:39:05.000000000,0 days 00:00:31.000000000,37.77871943,-122.4147412,,3701050,1201 Market St,San Francisco,CA,94103
5361,5361,Structure Fire,0 days 03:50:05.000000000,0 days 03:50:10.000000000,0 days 00:00:05.000000000,37.74817255,-122.458695,,2864001D,350 Laguna Honda Blvd,San Francisco,CA,94116
5366,5366,Structure Fire,0 days 12:38:34.000000000,0 days 12:39:05.000000000,0 days 00:00:31.000000000,37.75623199,-122.4188933,,3616007,2554 Mission St,San Francisco,CA,94110
5374,5374,Structure Fire,0 days 19:53:01.000000000,0 days 19:55:15.000000000,0 days 00:02:14.000000000,37.77066726,-122.4455084,,1232003A,1135 Masonic Ave,San Francisco,CA,94117
5420,5420,Structure Fire,0 days 16:25:42.000000000,0 days 16:27:06.000000000,0 days 00:01:24.000000000,37.78876833,-122.40843,,295008,432 Powell St,San Francisco,CA,94108
5426,5426,Structure Fire,0 days 10:30:12.000000000,0 days 10:30:31.000000000,0 days 00:00:19.000000000,37.78224837,-122.4465925,,1094001,2675 Geary Blvd,San Francisco,CA,94115
5444,5444,Structure Fire,0 days 19:53:01.000000000,0 days 19:55:15.000000000,0 days 00:02:14.000000000,37.78701079,-122.399975,,3722071,100 New Montgomery St,San Francisco,CA,94105
5471,5471,Structure Fire,0 days 12:38:34.000000000,0 days 12:39:05.000000000,0 days 00:00:31.000000000,37.77409486,-122.4200014,,3505001,1601 Market St,San Francisco,CA,94103
5500,5500,Structure Fire,0 days 19:53:01.000000000,0 days 19:55:15.000000000,0 days 00:02:14.000000000,37.80526026,-122.4160538,,29003,590 Bay St,San Francisco,CA,94133
5507,5507,Structure Fire,0 days 03:50:05.000000000,0 days 03:50:10.000000000,0 days 00:00:05.000000000,37.72925248,-122.3824576,,4757007B,1147 Palou Ave,San Francisco,CA,94124
5544,5544,Structure Fire,0 days 16:25:42.000000000,0 days 16:27:06.000000000,0 days 00:01:24.000000000,37.7249573,-122.4346713,,3148001,4550 Mission St,San Francisco,CA,94112
5548,5548,Structure Fire,0 days 07:14:16.000000000,0 days 07:15:03.000000000,0 days 00:00:47.000000000,37.76803165,-122.4474482,,1254085,49 Downey St,San Francisco,CA,94117
5614,5614,Structure Fire,0 days 03:10:26.000000000,0 days 03:11:52.000000000,0 days 00:01:26.000000000,37.71554505,-122.4736299,,7326001,3711  19th Ave,San Francisco,CA,94132
5621,5621,Structure Fire,0 days 03:10:26.000000000,0 days 03:11:52.000000000,0 days 00:01:26.000000000,37.70976253,-122.449675,,6473047,5767 Mission St,San Francisco,CA,94112
5623,5623,Structure Fire,0 days 12:38:34.000000000,0 days 12:39:05.000000000,0 days 00:00:31.000000000,37.71550095,-122.4374859,,6407005,944 Madrid St,San Francisco,CA,94112
5625,5625,Structure Fire,0 days 12:38:34.000000000,0 days 12:39:05.000000000,0 days 00:00:31.000000000,37.76410441,-122.421878,,3568008,548 Valencia St,San Francisco,CA,94110
5629,5629,Structure Fire,0 days 02:04:53.000000000,0 days 02:05:20.000000000,0 days 00:00:27.000000000,37.77871943,-122.4147412,,3701050,1201 Market St,San Francisco,CA,94103
5639,5639,Structure Fire,0 days 16:25:42.000000000,0 days 16:27:06.000000000,0 days 00:01:24.000000000,37.80229288,-122.4100915,,76010,628 Greenwich St,San Francisco,CA,94133
5649,5649,Structure Fire,0 days 14:49:38.000000000,0 days 14:50:07.000000000,0 days 00:00:29.000000000,37.70907112,-122.4476739,,6473007,700 Brunswick St,San Francisco,CA,94112
5654,5654,Structure Fire,0 days 12:38:34.000000000,0 days 12:39:05.000000000,0 days 00:00:31.000000000,37.76091495,-122.4470238,,1293002,15 Carmel St,San Francisco,CA,94117
5754,5754,Structure Fire,0 days 16:25:42.000000000,0 days 16:27:06.000000000,0 days 00:01:24.000000000,37.7702452,-122.425669,,872002,1930 Market St,San Francisco,CA,94102
5764,5764,Structure Fire,0 days 10:30:12.000000000,0 days 10:30:31.000000000,0 days 00:00:19.000000000,37.78288067,-122.4670997,,1425023,726 Clement St,San Francisco,CA,94118
5771,5771,Structure Fire,0 days 12:38:34.000000000,0 days 12:39:05.000000000,0 days 00:00:31.000000000,37.77883232,-122.4156425,,354001,100 Larkin St,San Francisco,CA,94102
5781,5781,Structure Fire,0 days 19:07:50.000000000,0 days 19:07:56.000000000,0 days 00:00:06.000000000,37.77064086,-122.4047002,,3782006,680 8th St,San Francisco,CA,94103
5786,5786,Structure Fire,0 days 16:25:42.000000000,0 days 16:27:06.000000000,0 days 00:01:24.000000000,37.78479798,-122.4396639,,1077027,1600 Divisadero St,San Francisco,CA,94115
5826,5826,Structure Fire,0 days 12:38:34.000000000,0 days 12:39:05.000000000,0 days 00:00:31.000000000,37.77803651,-122.4154291,,3701059,1215 Market St,San Francisco,CA,94103
5844,5844,Structure Fire,0 days 12:38:34.000000000,0 days 12:39:05.000000000,0 days 00:00:31.000000000,37.78981,-122.4338001,,636023,2132 Fillmore St,San Francisco,CA,94115
5848,5848,Structure Fire,0 days 14:49:38.000000000,0 days 14:50:07.000000000,0 days 00:00:29.000000000,37.72061959,-122.430844,,6090028A,620 Persia Ave,San Francisco,CA,94112
5855,5855,Structure Fire,0 days 19:53:01.000000000,0 days 19:55:15.000000000,0 days 00:02:14.000000000,37.72274665,-122.43296,,6080034,351 Lisbon St,San Francisco,CA,94112
5869,5869,Structure Fire,0 days 20:56:31.000000000,0 days 20:56:52.000000000,0 days 00:00:21.000000000,37.7639586,-122.4668431,,1764001,815 Irving St,San Francisco,CA,94122
5874,5874,Structure Fire,0 days 02:29:53.000000000,0 days 02:31:19.000000000,0 days 00:01:26.000000000,37.76953227,-122.4469077,,1245002,625 Ashbury St,San Francisco,CA,94117
5876,5876,Structure Fire,0 days 14:00:55.000000000,0 days 14:01:59.000000000,0 days 00:01:04.000000000,37.72518652,-122.4616735,,3283124,605 Dorado Ter,San Francisco,CA,94112
5881,5881,Structure Fire,0 days 06:47:13.000000000,0 days 06:47:17.000000000,0 days 00:00:04.000000000,37.74546769,-122.4845284,,2322008,2251  27th Ave,San Francisco,CA,94116
5882,5882,Structure Fire,0 days 02:29:53.000000000,0 days 02:31:19.000000000,0 days 00:01:26.000000000,37.76959271,-122.4166885,,3530039,157  13th St,San Francisco,CA,94103
5884,5884,Structure Fire,0 days 20:01:01.000000000,0 days 20:02:08.000000000,0 days 00:01:07.000000000,37.77671905,-122.4586117,,1643010,737 Arguello Blvd,San Francisco,CA,94118
5891,5891,Structure Fire,0 days 22:54:22.000000000,0 days 22:57:18.000000000,0 days 00:02:56.000000000,37.71722305,-122.3911499,,4972007,874 Jamestown Ave,San Francisco,CA,94124
5900,5900,Structure Fire,0 days 02:29:53.000000000,0 days 02:31:19.000000000,0 days 00:01:26.000000000,37.77068484,-122.4453718,,1233039,1138 Masonic Ave,San Francisco,CA,94117
5904,5904,Structure Fire,0 days 20:01:01.000000000,0 days 20:02:08.000000000,0 days 00:01:07.000000000,37.78139813,-122.4092454,,3703027,64 6th St,San Francisco,CA,94103
5906,5906,Structure Fire,0 days 02:29:53.000000000,0 days 02:31:19.000000000,0 days 00:01:26.000000000,37.74093462,-122.5023423,,2382007,2450  44th Ave,San Francisco,CA,94116
5927,5927,Structure Fire,0 days 20:01:01.000000000,0 days 20:02:08.000000000,0 days 00:01:07.000000000,37.78061684,-122.4165623,,347008,290 Mcallister St,San Francisco,CA,94102
5963,5963,Structure Fire,0 days 15:30:49.000000000,0 days 15:31:17.000000000,0 days 00:00:28.000000000,37.74429281,-122.4390916,,7521002,5290 Diamond Heights Blvd,San Francisco,CA,94131
5967,5967,Structure Fire,0 days 08:25:53.000000000,0 days 08:26:21.000000000,0 days 00:00:28.000000000,37.71722305,-122.3911499,,4972007,874 Jamestown Ave,San Francisco,CA,94124
5970,5970,Structure Fire,0 days 20:56:31.000000000,0 days 20:56:52.000000000,0 days 00:00:21.000000000,37.78409104,-122.4117844,,332006,246 Eddy St,San Francisco,CA,94102
5972,5972,Structure Fire,0 days 20:01:01.000000000,0 days 20:02:08.000000000,0 days 00:01:07.000000000,37.78139813,-122.4092454,,3703027,64 6th St,San Francisco,CA,94103
5982,5982,Structure Fire,0 days 20:54:17.000000000,0 days 20:56:01.000000000,0 days 00:01:44.000000000,37.77961924,-122.4310816,,773029,901 Webster St,San Francisco,CA,94115
5986,5986,Structure Fire,0 days 14:00:55.000000000,0 days 14:01:59.000000000,0 days 00:01:04.000000000,37.7422802,-122.4226218,,6660060,3400 Mission St,San Francisco,CA,94110
5993,5993,Structure Fire,0 days 14:00:55.000000000,0 days 14:01:59.000000000,0 days 00:01:04.000000000,37.77865785,-122.4165803,,812001,51 Grove St,San Francisco,CA,94102
6006,6006,Structure Fire,0 days 14:05:17.000000000,0 days 14:05:23.000000000,0 days 00:00:06.000000000,37.77983587,-122.4142965,,351046,1130 Market St,San Francisco,CA,94102
6009,6009,Structure Fire,0 days 02:29:53.000000000,0 days 02:31:19.000000000,0 days 00:01:26.000000000,37.79804495,-122.3963671,,171069,99 Jackson St,San Francisco,CA,94111
6015,6015,Structure Fire,0 days 20:01:01.000000000,0 days 20:02:08.000000000,0 days 00:01:07.000000000,37.7731448,-122.3914729,,8713002,1000 3rd St,San Francisco,CA,94158
6031,6031,Structure Fire,0 days 23:44:25.000000000,0 days 23:44:40.000000000,0 days 00:00:15.000000000,37.80764239,-122.4199036,,10001,2801 Leavenworth St,San Francisco,CA,94109
6034,6034,Structure Fire,0 days 12:23:07.000000000,0 days 12:23:14.000000000,0 days 00:00:07.000000000,37.77983587,-122.4142965,,351046,1130 Market St,San Francisco,CA,94102
6043,6043,Structure Fire,0 days 14:07:26.000000000,0 days 14:07:41.000000000,0 days 00:00:15.000000000,37.71076469,-122.3907928,,4991282,1 Crescent Way,San Francisco,CA,94134
6060,6060,Structure Fire,0 days 20:01:01.000000000,0 days 20:02:08.000000000,0 days 00:01:07.000000000,37.78418176,-122.4144042,,334003,335 Leavenworth St,San Francisco,CA,94109
6090,6090,Structure Fire,0 days 14:07:26.000000000,0 days 14:07:41.000000000,0 days 00:00:15.000000000,37.77956691,-122.3980599,,3776032,595 Bryant St,San Francisco,CA,94107
6096,6096,Structure Fire,0 days 02:29:53.000000000,0 days 02:31:19.000000000,0 days 00:01:26.000000000,37.74709475,-122.4900128,,2185010,2151  32nd Ave,San Francisco,CA,94116
6115,6115,Structure Fire,0 days 20:54:17.000000000,0 days 20:56:01.000000000,0 days 00:01:44.000000000,37.7797358,-122.5104762,,1488019,545 Point Lobos Ave,San Francisco,CA,94121
6140,6140,Structure Fire,0 days 15:30:49.000000000,0 days 15:31:17.000000000,0 days 00:00:28.000000000,37.76035116,-122.4638396,,1852021,1500 7th Ave,San Francisco,CA,94122
6175,6175,Structure Fire,0 days 20:01:01.000000000,0 days 20:02:08.000000000,0 days 00:01:07.000000000,37.70946138,-122.4374764,,6459037,348 Winding Way,San Francisco,CA,94112
6179,6179,Structure Fire,0 days 23:33:30.000000000,0 days 23:33:52.000000000,0 days 00:00:22.000000000,37.72394717,-122.4438486,,3212027,2055 San Jose Ave,San Francisco,CA,94112
6183,6183,Structure Fire,0 days 19:05:06.000000000,0 days 19:06:01.000000000,0 days 00:00:55.000000000,37.70900271,-122.4437812,,6489038,348 Hanover St,San Francisco,CA,94112
6188,6188,Structure Fire,0 days 22:54:22.000000000,0 days 22:57:18.000000000,0 days 00:02:56.000000000,37.76690348,-122.3890991,,3943001,1800 3rd St,San Francisco,CA,94158
6207,6207,Structure Fire,0 days 15:30:49.000000000,0 days 15:31:17.000000000,0 days 00:00:28.000000000,37.77633827,-122.4029965,,3759009,470 6th St,San Francisco,CA,94103
6214,6214,Structure Fire,0 days 22:42:07.000000000,0 days 22:42:19.000000000,0 days 00:00:12.000000000,37.78367395,-122.415073,,334010,446 Eddy St,San Francisco,CA,94109
6222,6222,Structure Fire,0 days 23:33:30.000000000,0 days 23:33:52.000000000,0 days 00:00:22.000000000,37.77953108,-122.4135425,,3702044,1145 Market St,San Francisco,CA,94103
6234,6234,Structure Fire,0 days 06:47:13.000000000,0 days 06:47:17.000000000,0 days 00:00:04.000000000,37.76027169,-122.5093816,,1804001,1301 La Playa St,San Francisco,CA,94122
6249,6249,Structure Fire,0 days 14:00:55.000000000,0 days 14:01:59.000000000,0 days 00:01:04.000000000,37.72067192,-122.4737176,,7242006,240 Stratford Dr,San Francisco,CA,94132
6256,6256,Structure Fire,0 days 12:23:07.000000000,0 days 12:23:14.000000000,0 days 00:00:07.000000000,37.77633827,-122.4029965,,3759009,470 6th St,San Francisco,CA,94103
6261,6261,Structure Fire,0 days 20:54:17.000000000,0 days 20:56:01.000000000,0 days 00:01:44.000000000,37.79697601,-122.4036809,,176004,831 Montgomery St,San Francisco,CA,94133
6278,6278,Structure Fire,0 days 18:11:26.000000000,0 days 18:11:43.000000000,0 days 00:00:17.000000000,37.77386178,-122.413046,,3518040,44 Dore St,San Francisco,CA,94103
6299,6299,Structure Fire,0 days 02:29:53.000000000,0 days 02:31:19.000000000,0 days 00:01:26.000000000,37.77762424,-122.3999811,,3777047,695 Bryant St,San Francisco,CA,94107
6322,6322,Structure Fire,0 days 14:00:55.000000000,0 days 14:01:59.000000000,0 days 00:01:04.000000000,37.7940603,-122.4079033,,210047,930 Stockton St,San Francisco,CA,94108
6345,6345,Structure Fire,0 days 20:01:01.000000000,0 days 20:02:08.000000000,0 days 00:01:07.000000000,37.71872229,-122.3891183,,4944037,1051 Gilman Ave,San Francisco,CA,94124
6380,6380,Structure Fire,0 days 14:00:55.000000000,0 days 14:01:59.000000000,0 days 00:01:04.000000000,37.75170867,-122.4139369,,6521031,2853 Folsom St,San Francisco,CA,94110
6405,6405,Structure Fire,0 days 19:05:06.000000000,0 days 19:06:01.000000000,0 days 00:00:55.000000000,37.72186421,-122.4429941,,6951010,252 Oneida Ave,San Francisco,CA,94112
6406,6406,Structure Fire,0 days 08:25:53.000000000,0 days 08:26:21.000000000,0 days 00:00:28.000000000,37.76979785,-122.4485788,,1231018,1576 Haight St,San Francisco,CA,94117
6410,6410,Structure Fire,0 days 14:00:55.000000000,0 days 14:01:59.000000000,0 days 00:01:04.000000000,37.78468776,-122.4372047,,681039,2130 Post St,San Francisco,CA,94115
6414,6414,Structure Fire,0 days 02:29:53.000000000,0 days 02:31:19.000000000,0 days 00:01:26.000000000,37.78367395,-122.415073,,334010,446 Eddy St,San Francisco,CA,94109
6428,6428,Structure Fire,0 days 20:52:52.000000000,0 days 20:53:04.000000000,0 days 00:00:12.000000000,37.76035116,-122.4638396,,1852021,1500 7th Ave,San Francisco,CA,94122
6433,6433,Structure Fire,0 days 18:11:26.000000000,0 days 18:11:43.000000000,0 days 00:00:17.000000000,37.70881491,-122.4236241,,5050270,2600 GENEVA AVE,Brisbane,CA,94014
6438,6438,Structure Fire,0 days 14:05:17.000000000,0 days 14:05:23.000000000,0 days 00:00:06.000000000,37.73879098,-122.4679487,,2989B024,201 West Portal Ave,San Francisco,CA,94127
6443,6443,Structure Fire,0 days 20:52:52.000000000,0 days 20:53:04.000000000,0 days 00:00:12.000000000,37.71772407,-122.4379448,,6348001,700 Paris St,San Francisco,CA,94112
6448,6448,Structure Fire,0 days 20:01:01.000000000,0 days 20:02:08.000000000,0 days 00:01:07.000000000,37.77729986,-122.4196936,,815001,100 Fell St,San Francisco,CA,94102
6457,6457,Structure Fire,0 days 22:42:07.000000000,0 days 22:42:19.000000000,0 days 00:00:12.000000000,37.78010742,-122.4630743,,1540033,446 5th Ave,San Francisco,CA,94118
6474,6474,Structure Fire,0 days 02:29:53.000000000,0 days 02:31:19.000000000,0 days 00:01:26.000000000,37.77762424,-122.3999811,,3777047,695 Bryant St,San Francisco,CA,94107
6516,6516,Structure Fire,0 days 14:00:55.000000000,0 days 14:01:59.000000000,0 days 00:01:04.000000000,37.72063985,-122.4115629,,6131055,769 University St,San Francisco,CA,94134
6557,6557,Structure Fire,0 days 14:00:55.000000000,0 days 14:01:59.000000000,0 days 00:01:04.000000000,37.79028274,-122.4340468,,0629021A,2226 Fillmore St,San Francisco,CA,94115
6586,6586,Structure Fire,0 days 02:29:53.000000000,0 days 02:31:19.000000000,0 days 00:01:26.000000000,37.75170867,-122.4139369,,6521031,2853 Folsom St,San Francisco,CA,94110
6605,6605,Structure Fire,0 days 14:00:55.000000000,0 days 14:01:59.000000000,0 days 00:01:04.000000000,37.79256247,-122.4404884,,978013,2723 Pacific Ave,San Francisco,CA,94115
6606,6606,Structure Fire,0 days 20:01:01.000000000,0 days 20:02:08.000000000,0 days 00:01:07.000000000,37.77771244,-122.4127367,,3727118,1183 Mission St,San Francisco,CA,94103
6608,6608,Structure Fire,0 days 23:44:25.000000000,0 days 23:44:40.000000000,0 days 00:00:15.000000000,37.73925863,-122.4980627,,2441052,2540  41st Ave,San Francisco,CA,94116
6620,6620,Structure Fire,0 days 12:19:38.000000000,0 days 12:20:27.000000000,0 days 00:00:49.000000000,37.77989681,-122.4405613,,1130006,1031 Broderick St,San Francisco,CA,94115
6626,6626,Structure Fire,0 days 13:33:31.000000000,0 days 13:34:01.000000000,0 days 00:00:30.000000000,37.77571453,-122.4768281,,1627015,660  18th Ave,San Francisco,CA,94121
6641,6641,Structure Fire,0 days 00:06:55.000000000,0 days 00:07:02.000000000,0 days 00:00:07.000000000,37.75449479,-122.4209571,,3635009,1150 Valencia St,San Francisco,CA,94110
6642,6642,Structure Fire,0 days 13:33:31.000000000,0 days 13:35:24.000000000,0 days 00:01:53.000000000,37.76843814,-122.3974224,,3821002,180 Hubbell St,San Francisco,CA,94107
