Column1,Unnamed0,call_type,received_timestamp,disptach_timestamp,dispatch_time,latitude,longitude,TransactionId,ComputedAPN,StreetAddress,ComputedCity,ComputedState,ComputedZip
7698,7698,Structure Fire,0 days 12:14:37.000000000,0 days 12:17:25.000000000,0 days 00:02:48.000000000,37.79709205,-122.3983331,,200014,100 Washington St,San Francisco,CA,94111
7730,7730,Structure Fire,0 days 11:05:36.000000000,0 days 11:06:44.000000000,0 days 00:01:08.000000000,37.78603716,-122.4062129,,328002,790 Market St,San Francisco,CA,94108
7732,7732,Structure Fire,0 days 17:26:37.000000000,0 days 17:29:31.000000000,0 days 00:02:54.000000000,37.76846225,-122.4312049,,3537042,43 Sanchez St,San Francisco,CA,94114
7738,7738,Structure Fire,0 days 04:14:59.000000000,0 days 04:20:48.000000000,0 days 00:05:49.000000000,37.7840683,-122.4602725,,1431010,249 2nd Ave,San Francisco,CA,94118
7743,7743,Structure Fire,0 days 20:40:06.000000000,0 days 20:40:53.000000000,0 days 00:00:47.000000000,37.78153743,-122.4095183,,3703006,48 6th St,San Francisco,CA,94103
7744,7744,Structure Fire,0 days 06:35:30.000000000,0 days 06:36:27.000000000,0 days 00:00:57.000000000,37.7921084,-122.4009331,,261007,200 Sansome St,San Francisco,CA,94104
7751,7751,Structure Fire,0 days 12:14:37.000000000,0 days 12:17:25.000000000,0 days 00:02:48.000000000,37.78611721,-122.4198542,,694004,1000 Geary St,San Francisco,CA,94109
7752,7752,Structure Fire,0 days 16:14:12.000000000,0 days 16:17:32.000000000,0 days 00:03:20.000000000,37.77258279,-122.4304632,,849032,338 Fillmore St,San Francisco,CA,94117
7753,7753,Structure Fire,0 days 11:05:36.000000000,0 days 11:06:44.000000000,0 days 00:01:08.000000000,37.7553431,-122.4066811,,4153006,1048 Potrero Ave,San Francisco,CA,94110
7766,7766,Structure Fire,0 days 17:26:37.000000000,0 days 17:29:31.000000000,0 days 00:02:54.000000000,37.80566745,-122.4127664,,41035,333 Bay St,San Francisco,CA,94133
7771,7771,Structure Fire,0 days 12:03:35.000000000,0 days 12:04:12.000000000,0 days 00:00:37.000000000,37.73941914,-122.3987075,,5315057,2040 Oakdale Ave,San Francisco,CA,94124
7779,7779,Structure Fire,0 days 05:38:00.000000000,0 days 05:38:11.000000000,0 days 00:00:11.000000000,37.74812536,-122.4589638,,2864001D,350 Laguna Honda Blvd,San Francisco,CA,94116
7783,7783,Structure Fire,0 days 11:05:36.000000000,0 days 11:06:44.000000000,0 days 00:01:08.000000000,37.76105223,-122.4704689,,1840009,1447 Funston Ave,San Francisco,CA,94122
7789,7789,Structure Fire,0 days 20:38:44.000000000,0 days 20:39:12.000000000,0 days 00:00:28.000000000,37.74962167,-122.4751508,,2138006E,2051  18th Ave,San Francisco,CA,94116
7811,7811,Structure Fire,0 days 13:07:10.000000000,0 days 13:08:38.000000000,0 days 00:01:28.000000000,37.78419916,-122.4142676,,333012,380 Eddy St,San Francisco,CA,94102
7819,7819,Structure Fire,0 days 10:44:29.000000000,0 days 10:44:36.000000000,0 days 00:00:07.000000000,37.76844274,-122.4222977,,3533010,286 Valencia St,San Francisco,CA,94103
7821,7821,Structure Fire,0 days 10:44:29.000000000,0 days 10:44:36.000000000,0 days 00:00:07.000000000,37.76930364,-122.4426108,,1257001,815 Buena Vista Ave,San Francisco,CA,94117
7827,7827,Structure Fire,0 days 13:07:10.000000000,0 days 13:08:38.000000000,0 days 00:01:28.000000000,37.76701047,-122.4220201,,3547010,375 Valencia St,San Francisco,CA,94103
7841,7841,Structure Fire,0 days 17:26:37.000000000,0 days 17:29:31.000000000,0 days 00:02:54.000000000,37.73416166,-122.4225345,,5804019,67 Justin Dr,San Francisco,CA,94110
7851,7851,Structure Fire,0 days 16:14:12.000000000,0 days 16:16:22.000000000,0 days 00:02:10.000000000,37.72072423,-122.4466086,,6964025,2275 San Jose Ave,San Francisco,CA,94112
7872,7872,Structure Fire,0 days 06:35:30.000000000,0 days 06:36:27.000000000,0 days 00:00:57.000000000,37.78735926,-122.4082267,,307001,301 Powell St,San Francisco,CA,94102
7890,7890,Structure Fire,0 days 01:20:03.000000000,0 days 01:20:08.000000000,0 days 00:00:05.000000000,37.7459563,-122.4542399,,2914054,1 Idora Ave,San Francisco,CA,94127
7892,7892,Structure Fire,0 days 16:14:12.000000000,0 days 16:16:22.000000000,0 days 00:02:10.000000000,37.71912973,-122.4581009,,7016035,50 Miramar Ave,San Francisco,CA,94112
7899,7899,Structure Fire,0 days 11:05:36.000000000,0 days 11:06:44.000000000,0 days 00:01:08.000000000,37.77409486,-122.4200014,,3505001,1601 Market St,San Francisco,CA,94103
7915,7915,Structure Fire,0 days 09:02:10.000000000,0 days 09:02:19.000000000,0 days 00:00:09.000000000,37.78086621,-122.4288032,,757026,1101 Buchanan St,San Francisco,CA,94115
7938,7938,Structure Fire,0 days 17:26:37.000000000,0 days 17:29:31.000000000,0 days 00:02:54.000000000,37.78366898,-122.4109266,,339019,131 Taylor St,San Francisco,CA,94102
7978,7978,Structure Fire,0 days 06:35:30.000000000,0 days 06:36:27.000000000,0 days 00:00:57.000000000,37.76513693,-122.4555925,,1265A001,723 Frederick St,San Francisco,CA,94117
7984,7984,Structure Fire,0 days 15:19:43.000000000,0 days 15:19:49.000000000,0 days 00:00:06.000000000,37.71380078,-122.4440645,,7044A001,5400 Mission St,San Francisco,CA,94112
7988,7988,Structure Fire,0 days 02:23:58.000000000,0 days 02:24:04.000000000,0 days 00:00:06.000000000,37.78802055,-122.4260616,,664033,1738 Bush St,San Francisco,CA,94109
7989,7989,Structure Fire,0 days 21:12:09.000000000,0 days 21:12:38.000000000,0 days 00:00:29.000000000,37.7635007,-122.4342096,,3562007,2342 Market St,San Francisco,CA,94114
7992,7992,Structure Fire,0 days 16:14:12.000000000,0 days 16:16:22.000000000,0 days 00:02:10.000000000,37.78810668,-122.3986867,,3721120,555 Mission St,San Francisco,CA,94105
8002,8002,Structure Fire,0 days 13:07:10.000000000,0 days 13:08:38.000000000,0 days 00:01:28.000000000,37.78086621,-122.4288032,,757026,1101 Buchanan St,San Francisco,CA,94115
8012,8012,Structure Fire,0 days 21:12:09.000000000,0 days 21:12:38.000000000,0 days 00:00:29.000000000,37.80036704,-122.4017108,,135001,945 Battery St,San Francisco,CA,94111
8025,8025,Structure Fire,0 days 16:14:12.000000000,0 days 16:16:22.000000000,0 days 00:02:10.000000000,37.73292465,-122.4164286,,5843007,845 Ellsworth St,San Francisco,CA,94110
8040,8040,Structure Fire,0 days 12:14:37.000000000,0 days 12:17:25.000000000,0 days 00:02:48.000000000,37.74762097,-122.4980436,,2178055,3025 Quintara St,San Francisco,CA,94116
8041,8041,Structure Fire,0 days 13:07:10.000000000,0 days 13:08:38.000000000,0 days 00:01:28.000000000,37.77258279,-122.4304632,,849032,338 Fillmore St,San Francisco,CA,94117
8044,8044,Structure Fire,0 days 14:34:03.000000000,0 days 14:35:06.000000000,0 days 00:01:03.000000000,37.79251545,-122.409198,,243055,830 Powell St,San Francisco,CA,94108
8046,8046,Structure Fire,0 days 12:03:35.000000000,0 days 12:04:12.000000000,0 days 00:00:37.000000000,37.76274366,-122.4217477,,3577074,640 Valencia St,San Francisco,CA,94110
8077,8077,Structure Fire,0 days 12:14:37.000000000,0 days 12:17:25.000000000,0 days 00:02:48.000000000,37.72584109,-122.4788651,,7296004,415 Winston Dr,San Francisco,CA,94132
8084,8084,Structure Fire,0 days 11:05:36.000000000,0 days 11:09:28.000000000,0 days 00:03:52.000000000,37.72993469,-122.3977444,,5406017,220 Williams Ave,San Francisco,CA,94124
8085,8085,Structure Fire,0 days 11:05:36.000000000,0 days 11:06:44.000000000,0 days 00:01:08.000000000,37.78313871,-122.4259287,,735031,1135 Ellis St,San Francisco,CA,94109
8092,8092,Structure Fire,0 days 12:14:37.000000000,0 days 12:17:25.000000000,0 days 00:02:48.000000000,37.7890669,-122.3923394,,3739004,200 Folsom St,San Francisco,CA,94105
8099,8099,Structure Fire,0 days 12:14:37.000000000,0 days 12:17:25.000000000,0 days 00:02:48.000000000,37.77141541,-122.4302394,,859020,200 Fillmore St,San Francisco,CA,94117
8119,8119,Structure Fire,0 days 13:07:10.000000000,0 days 13:08:38.000000000,0 days 00:01:28.000000000,37.75628408,-122.493745,,1909024,1650  35th Ave,San Francisco,CA,94122
8123,8123,Structure Fire,0 days 17:26:37.000000000,0 days 17:29:31.000000000,0 days 00:02:54.000000000,37.77776524,-122.4199337,,811018,234 Van Ness Ave,San Francisco,CA,94102
8124,8124,Structure Fire,0 days 20:40:06.000000000,0 days 20:40:53.000000000,0 days 00:00:47.000000000,37.77850522,-122.4770999,,1527025,2650 Anza St,San Francisco,CA,94121
8146,8146,Structure Fire,0 days 12:14:37.000000000,0 days 12:17:25.000000000,0 days 00:02:48.000000000,37.8038771,-122.4041571,,80011,101 Lombard St,San Francisco,CA,94111
8151,8151,Structure Fire,0 days 16:14:12.000000000,0 days 16:16:22.000000000,0 days 00:02:10.000000000,37.79006977,-122.4001732,,3708057,555 Market St,San Francisco,CA,94105
8156,8156,Structure Fire,0 days 04:14:59.000000000,0 days 04:15:24.000000000,0 days 00:00:25.000000000,37.71380078,-122.4440645,,7044A001,5400 Mission St,San Francisco,CA,94112
8161,8161,Structure Fire,0 days 04:14:59.000000000,0 days 04:15:24.000000000,0 days 00:00:25.000000000,37.78120647,-122.5036275,,1474037,4131 Clement St,San Francisco,CA,94121
8162,8162,Structure Fire,0 days 06:35:30.000000000,0 days 06:36:27.000000000,0 days 00:00:57.000000000,37.76819748,-122.4356402,,3539001,601 Duboce Ave,San Francisco,CA,94114
8165,8165,Structure Fire,0 days 09:14:37.000000000,0 days 09:15:08.000000000,0 days 00:00:31.000000000,37.78575696,-122.4248411,,697037,1333 Gough St,San Francisco,CA,94109
8168,8168,Structure Fire,0 days 11:05:36.000000000,0 days 11:06:44.000000000,0 days 00:01:08.000000000,37.75271254,-122.4095929,,4268031,2871  24th St,San Francisco,CA,94110
8172,8172,Structure Fire,0 days 06:35:30.000000000,0 days 06:36:27.000000000,0 days 00:00:57.000000000,37.75077109,-122.4161076,,6519021,3298  25th St,San Francisco,CA,94110
8174,8174,Structure Fire,0 days 11:05:36.000000000,0 days 11:06:44.000000000,0 days 00:01:08.000000000,37.71518415,-122.4680755,,7085010,147 Vernon St,San Francisco,CA,94132
8190,8190,Structure Fire,0 days 16:14:12.000000000,0 days 16:16:22.000000000,0 days 00:02:10.000000000,37.75197042,-122.429626,,3652019,1071 Sanchez St,San Francisco,CA,94114
8201,8201,Structure Fire,0 days 13:07:10.000000000,0 days 13:08:38.000000000,0 days 00:01:28.000000000,37.80036704,-122.4017108,,135001,945 Battery St,San Francisco,CA,94111
8206,8206,Structure Fire,0 days 13:07:10.000000000,0 days 13:08:38.000000000,0 days 00:01:28.000000000,37.79154569,-122.4200366,,644022,1645 Sacramento St,San Francisco,CA,94109
8212,8212,Structure Fire,0 days 23:10:14.000000000,0 days 23:12:37.000000000,0 days 00:02:23.000000000,37.72800006,-122.3835814,,4762029,1244 Revere Ave,San Francisco,CA,94124
8213,8213,Structure Fire,0 days 11:05:36.000000000,0 days 11:06:44.000000000,0 days 00:01:08.000000000,37.78640961,-122.4080362,,326001,201 Ofarrell St,San Francisco,CA,94102
8218,8218,Structure Fire,0 days 04:14:59.000000000,0 days 04:15:24.000000000,0 days 00:00:25.000000000,37.78434554,-122.4077851,,341014,902 Market St,San Francisco,CA,94102
8222,8222,Structure Fire,0 days 23:10:14.000000000,0 days 23:12:37.000000000,0 days 00:02:23.000000000,37.78568169,-122.4591788,,1040040,300 Arguello Blvd,San Francisco,CA,94118
8224,8224,Structure Fire,0 days 01:20:03.000000000,0 days 01:20:08.000000000,0 days 00:00:05.000000000,37.79154121,-122.4485123,,973023,3249 Pacific Ave,San Francisco,CA,94118
8229,8229,Structure Fire,0 days 16:14:12.000000000,0 days 16:26:10.000000000,0 days 00:11:58.000000000,37.79253722,-122.3940596,,3712023,60 Spear St,San Francisco,CA,94105
8232,8232,Structure Fire,0 days 21:12:09.000000000,0 days 21:13:08.000000000,0 days 00:00:59.000000000,37.79537371,-122.4082345,,192002,1019 Stockton St,San Francisco,CA,94108
8251,8251,Structure Fire,0 days 05:38:00.000000000,0 days 05:38:11.000000000,0 days 00:00:11.000000000,37.75642616,-122.49053,,1912002E,1650  32nd Ave,San Francisco,CA,94122
8274,8274,Structure Fire,0 days 09:38:43.000000000,0 days 09:38:55.000000000,0 days 00:00:12.000000000,37.78229614,-122.4059313,,3725094,425 Minna St,San Francisco,CA,94103
8285,8285,Structure Fire,0 days 16:02:14.000000000,0 days 16:02:25.000000000,0 days 00:00:11.000000000,37.77908078,-122.4856684,,1519030,548  26th Ave,San Francisco,CA,94121
8306,8306,Structure Fire,0 days 09:02:10.000000000,0 days 09:02:19.000000000,0 days 00:00:09.000000000,37.77626951,-122.4172576,,3508001,1301 Market St,San Francisco,CA,94103
8316,8316,Structure Fire,0 days 09:38:43.000000000,0 days 09:38:55.000000000,0 days 00:00:12.000000000,37.72569336,-122.4522897,,3180001,11 Phelan Ave,San Francisco,CA,94112
8318,8318,Structure Fire,0 days 17:26:37.000000000,0 days 17:29:31.000000000,0 days 00:02:54.000000000,37.74028789,-122.4233966,,6660058,3550 Mission St,San Francisco,CA,94110
8321,8321,Structure Fire,0 days 06:35:30.000000000,0 days 06:36:27.000000000,0 days 00:00:57.000000000,37.79761461,-122.4091648,,0147008A,728 Broadway,San Francisco,CA,94133
8323,8323,Structure Fire,0 days 16:14:12.000000000,0 days 16:16:22.000000000,0 days 00:02:10.000000000,37.7565504,-122.4469504,,2719C015,401 Twin Peaks Blvd,San Francisco,CA,94114
8327,8327,Structure Fire,0 days 13:07:10.000000000,0 days 13:08:38.000000000,0 days 00:01:28.000000000,37.78802055,-122.4260616,,664033,1738 Bush St,San Francisco,CA,94109
8347,8347,Structure Fire,0 days 16:14:12.000000000,0 days 16:16:22.000000000,0 days 00:02:10.000000000,37.79251545,-122.409198,,243055,830 Powell St,San Francisco,CA,94108
8348,8348,Structure Fire,0 days 20:38:44.000000000,0 days 20:39:12.000000000,0 days 00:00:28.000000000,37.7553431,-122.4066811,,4153006,1048 Potrero Ave,San Francisco,CA,94110
8362,8362,Structure Fire,0 days 09:14:37.000000000,0 days 09:15:08.000000000,0 days 00:00:31.000000000,37.79145236,-122.4065433,,257012,600 Stockton St,San Francisco,CA,94108
8366,8366,Structure Fire,0 days 06:35:30.000000000,0 days 06:36:27.000000000,0 days 00:00:57.000000000,37.77762424,-122.3999811,,3777047,695 Bryant St,San Francisco,CA,94107
8376,8376,Structure Fire,0 days 17:26:37.000000000,0 days 17:29:31.000000000,0 days 00:02:54.000000000,37.7204964,-122.3903426,,4914008,1156 Fitzgerald Ave,San Francisco,CA,94124
8394,8394,Structure Fire,0 days 10:40:17.000000000,0 days 10:41:28.000000000,0 days 00:01:11.000000000,37.71208808,-122.4208657,,6314001,1 Brookdale Ave,San Francisco,CA,94134
8396,8396,Structure Fire,0 days 23:59:52.000000000,0 days 00:03:31.000000000,-1 days +00:03:39.000000000,37.76009305,-122.4348582,,3583065,549 Castro St,San Francisco,CA,94114
8402,8402,Structure Fire,0 days 06:08:56.000000000,0 days 06:12:40.000000000,0 days 00:03:44.000000000,37.7824485,-122.4163274,,346016,433 Turk St,San Francisco,CA,94102
8405,8405,Structure Fire,0 days 21:44:38.000000000,0 days 21:45:28.000000000,0 days 00:00:50.000000000,37.78026013,-122.4185985,,765002,350 Mcallister St,San Francisco,CA,94102
8407,8407,Structure Fire,0 days 04:07:00.000000000,0 days 04:07:08.000000000,0 days 00:00:08.000000000,37.77599355,-122.4303873,,804010,840 Hayes St,San Francisco,CA,94117
8415,8415,Structure Fire,0 days 16:19:46.000000000,0 days 16:20:55.000000000,0 days 00:01:09.000000000,37.72848585,-122.3845563,,4788001,1301 Revere Ave,San Francisco,CA,94124
8419,8419,Structure Fire,0 days 10:06:59.000000000,0 days 10:10:31.000000000,0 days 00:03:32.000000000,37.79047504,-122.390556,,3741035,250 The Embarcadero,San Francisco,CA,94105
8425,8425,Structure Fire,0 days 06:08:56.000000000,0 days 06:12:40.000000000,0 days 00:03:44.000000000,37.72028295,-122.3858679,,4876020,1150 Carroll Ave,San Francisco,CA,94124
8427,8427,Structure Fire,0 days 10:40:17.000000000,0 days 10:41:28.000000000,0 days 00:01:11.000000000,37.72765798,-122.3705921,,4591B042,118 Dolphin Ct,San Francisco,CA,94124
8448,8448,Structure Fire,0 days 15:46:23.000000000,0 days 15:46:54.000000000,0 days 00:00:31.000000000,37.78153743,-122.4095183,,3703006,48 6th St,San Francisco,CA,94103
8450,8450,Structure Fire,0 days 10:06:59.000000000,0 days 10:08:19.000000000,0 days 00:01:20.000000000,37.77502775,-122.4563099,,1168007,2400 Fulton St,San Francisco,CA,94118
8455,8455,Structure Fire,0 days 23:59:52.000000000,0 days 00:03:31.000000000,-1 days +00:03:39.000000000,37.78799631,-122.3935972,,3747015,353 Folsom St,San Francisco,CA,94105
8460,8460,Structure Fire,0 days 10:06:59.000000000,0 days 10:08:19.000000000,0 days 00:01:20.000000000,37.7497417,-122.4073956,,4275012A,2830  26th St,San Francisco,CA,94110
8461,8461,Structure Fire,0 days 10:06:59.000000000,0 days 10:09:41.000000000,0 days 00:02:42.000000000,37.78272397,-122.3961679,,3763080A,52 Perry St,San Francisco,CA,94107
8472,8472,Structure Fire,0 days 17:22:53.000000000,0 days 17:24:29.000000000,0 days 00:01:36.000000000,37.72801451,-122.4422949,,3144C031,54 Paulding St,San Francisco,CA,94112
8485,8485,Structure Fire,0 days 17:22:53.000000000,0 days 17:24:29.000000000,0 days 00:01:36.000000000,37.75008261,-122.4433473,,2832022,630 Grand View Ave,San Francisco,CA,94114
8491,8491,Structure Fire,0 days 10:38:09.000000000,0 days 10:38:20.000000000,0 days 00:00:11.000000000,37.77409268,-122.4410844,,1206003,333 Baker St,San Francisco,CA,94117
8498,8498,Structure Fire,0 days 06:08:56.000000000,0 days 06:12:40.000000000,0 days 00:03:44.000000000,37.73406095,-122.4238927,,5833004,320 College Ave,San Francisco,CA,94112
8502,8502,Structure Fire,0 days 10:56:36.000000000,0 days 10:57:21.000000000,0 days 00:00:45.000000000,37.77649448,-122.4113591,,3727202,1166 Howard St,San Francisco,CA,94103
8520,8520,Structure Fire,0 days 10:06:59.000000000,0 days 10:10:31.000000000,0 days 00:03:32.000000000,37.773849,-122.4766928,,1660033,746  18th Ave,San Francisco,CA,94121
8521,8521,Structure Fire,0 days 22:25:56.000000000,0 days 22:26:26.000000000,0 days 00:00:30.000000000,37.78272397,-122.3961679,,3763080A,52 Perry St,San Francisco,CA,94107
8534,8534,Structure Fire,0 days 04:07:00.000000000,0 days 04:07:08.000000000,0 days 00:00:08.000000000,37.75825698,-122.4702042,,1860A013C,700 Lawton St,San Francisco,CA,94122
8542,8542,Structure Fire,0 days 10:06:59.000000000,0 days 10:08:19.000000000,0 days 00:01:20.000000000,37.78008594,-122.3975017,,3762025,570 Bryant St,San Francisco,CA,94107
8560,8560,Structure Fire,0 days 23:59:52.000000000,0 days 00:03:31.000000000,-1 days +00:03:39.000000000,37.7386512,-122.4134063,,5683002,3822 Folsom St,San Francisco,CA,94110
8563,8563,Structure Fire,0 days 11:46:57.000000000,0 days 11:47:15.000000000,0 days 00:00:18.000000000,37.71751457,-122.4493591,,7047068,2530 San Jose Ave,San Francisco,CA,94112
8564,8564,Structure Fire,0 days 17:22:53.000000000,0 days 17:24:29.000000000,0 days 00:01:36.000000000,37.77237193,-122.4321179,,848021,332 Steiner St,San Francisco,CA,94117
8588,8588,Structure Fire,0 days 06:08:56.000000000,0 days 06:12:40.000000000,0 days 00:03:44.000000000,37.78486624,-122.4127821,,332012,387 Ellis St,San Francisco,CA,94102
8598,8598,Structure Fire,0 days 15:03:52.000000000,0 days 15:04:06.000000000,0 days 00:00:14.000000000,37.79078805,-122.4190362,,249015,1492 California St,San Francisco,CA,94109
8619,8619,Structure Fire,0 days 18:04:43.000000000,0 days 18:04:58.000000000,0 days 00:00:15.000000000,37.73609569,-122.506194,,2449026,2690 Great Hwy,San Francisco,CA,94116
8621,8621,Structure Fire,0 days 10:06:59.000000000,0 days 10:08:19.000000000,0 days 00:01:20.000000000,37.77953108,-122.4135425,,3702044,1145 Market St,San Francisco,CA,94103
8629,8629,Structure Fire,0 days 15:03:52.000000000,0 days 15:04:06.000000000,0 days 00:00:14.000000000,37.77434393,-122.5068203,,1599030,746  46th Ave,San Francisco,CA,94121
8647,8647,Structure Fire,0 days 10:06:59.000000000,0 days 10:08:19.000000000,0 days 00:01:20.000000000,37.7459563,-122.4542399,,2914054,1 Idora Ave,San Francisco,CA,94127
8654,8654,Structure Fire,0 days 17:22:53.000000000,0 days 17:24:29.000000000,0 days 00:01:36.000000000,37.79238325,-122.4210529,,622001,1693 Polk St,San Francisco,CA,94109
8675,8675,Structure Fire,0 days 15:46:23.000000000,0 days 15:46:54.000000000,0 days 00:00:31.000000000,37.79282365,-122.3970342,,264004,1 California St,San Francisco,CA,94111
8686,8686,Structure Fire,0 days 10:40:17.000000000,0 days 10:41:28.000000000,0 days 00:01:11.000000000,37.78211912,-122.3968414,,3762003,428 3rd St,San Francisco,CA,94107
8696,8696,Structure Fire,0 days 23:59:52.000000000,0 days 00:03:31.000000000,-1 days +00:03:39.000000000,37.72342964,-122.4535824,,3180001,11 Phelan Ave,San Francisco,CA,94112
8697,8697,Structure Fire,0 days 18:04:43.000000000,0 days 18:04:58.000000000,0 days 00:00:15.000000000,37.78079208,-122.4083857,,3725081,101 6th St,San Francisco,CA,94103
8714,8714,Structure Fire,0 days 06:08:56.000000000,0 days 06:12:40.000000000,0 days 00:03:44.000000000,37.80646891,-122.4192245,,24020,1327 Columbus Ave,San Francisco,CA,94109
8715,8715,Structure Fire,0 days 06:08:56.000000000,0 days 06:12:40.000000000,0 days 00:03:44.000000000,37.76483627,-122.469657,,1738009,1243  12th Ave,San Francisco,CA,94122
8720,8720,Structure Fire,0 days 23:59:52.000000000,0 days 00:03:31.000000000,-1 days +00:03:39.000000000,37.7210573,-122.475222,,7299005,1 Tapia Dr,San Francisco,CA,94132
8746,8746,Structure Fire,0 days 17:22:53.000000000,0 days 17:24:29.000000000,0 days 00:01:36.000000000,37.76499373,-122.4439518,,2618A040,125 Upper Ter,San Francisco,CA,94117
8755,8755,Structure Fire,0 days 21:44:38.000000000,0 days 21:45:28.000000000,0 days 00:00:50.000000000,37.74955701,-122.4295304,,6548005,1226 Sanchez St,San Francisco,CA,94114
8757,8757,Structure Fire,0 days 10:40:17.000000000,0 days 10:41:28.000000000,0 days 00:01:11.000000000,-37.773849,122.4766928,,,,,,
8759,8759,Structure Fire,0 days 17:22:53.000000000,0 days 17:24:29.000000000,0 days 00:01:36.000000000,37.79282365,-122.3970342,,264004,1 California St,San Francisco,CA,94111
8787,8787,Structure Fire,0 days 10:06:59.000000000,0 days 10:08:19.000000000,0 days 00:01:20.000000000,37.72765798,-122.3705921,,4591B042,118 Dolphin Ct,San Francisco,CA,94124
8789,8789,Structure Fire,0 days 10:40:17.000000000,0 days 10:41:28.000000000,0 days 00:01:11.000000000,37.78097102,-122.4321664,,749009,1200 Fillmore St,San Francisco,CA,94115
8796,8796,Structure Fire,0 days 10:40:17.000000000,0 days 10:41:28.000000000,0 days 00:01:11.000000000,37.71947119,-122.4512644,,7035022,719 Mount Vernon Ave,San Francisco,CA,94112
8816,8816,Structure Fire,0 days 10:40:17.000000000,0 days 10:41:28.000000000,0 days 00:01:11.000000000,37.80310132,-122.4143432,,65015,901 Columbus Ave,San Francisco,CA,94133
8829,8829,Structure Fire,0 days 23:59:52.000000000,0 days 00:04:51.000000000,-1 days +00:04:59.000000000,37.75430859,-122.424144,,3632022,149 Fair Oaks St,San Francisco,CA,94110
8836,8836,Structure Fire,0 days 10:40:17.000000000,0 days 10:41:28.000000000,0 days 00:01:11.000000000,37.75172621,-122.4062194,,4265027,1294 Potrero Ave,San Francisco,CA,94110
8854,8854,Structure Fire,0 days 06:08:56.000000000,0 days 06:12:40.000000000,0 days 00:03:44.000000000,37.78604472,-122.4265141,,687036,1615 Sutter St,San Francisco,CA,94109
8869,8869,Structure Fire,0 days 10:06:59.000000000,0 days 10:08:19.000000000,0 days 00:01:20.000000000,37.76499373,-122.4439518,,2618A040,125 Upper Ter,San Francisco,CA,94117
8883,8883,Structure Fire,0 days 04:07:00.000000000,0 days 04:07:08.000000000,0 days 00:00:08.000000000,37.76687703,-122.4241853,,3546002,340 Valencia St,San Francisco,CA,94103
8915,8915,Structure Fire,0 days 17:22:53.000000000,0 days 17:24:29.000000000,0 days 00:01:36.000000000,37.78429938,-122.4101413,,331009,160 Eddy St,San Francisco,CA,94102
8938,8938,Structure Fire,0 days 23:59:52.000000000,0 days 00:03:31.000000000,-1 days +00:03:39.000000000,37.80336332,-122.4241077,,475001,1150 Bay St,San Francisco,CA,94109
8955,8955,Structure Fire,0 days 17:22:53.000000000,0 days 17:24:29.000000000,0 days 00:01:36.000000000,37.77585486,-122.4456144,,1186009I,1751 Fulton St,San Francisco,CA,94117
8964,8964,Structure Fire,0 days 16:19:46.000000000,0 days 16:20:55.000000000,0 days 00:01:09.000000000,37.73641225,-122.3829196,,4720012,65 Reuel Ct,San Francisco,CA,94124
8972,8972,Structure Fire,0 days 06:08:56.000000000,0 days 06:12:40.000000000,0 days 00:03:44.000000000,37.78691269,-122.4097562,,315019,340 Mason St,San Francisco,CA,94102
8991,8991,Structure Fire,0 days 06:08:56.000000000,0 days 06:12:40.000000000,0 days 00:03:44.000000000,37.72941909,-122.4044119,,5981008,2550 San Bruno Ave,San Francisco,CA,94134
8992,8992,Structure Fire,0 days 10:38:09.000000000,0 days 10:38:20.000000000,0 days 00:00:11.000000000,37.76483627,-122.469657,,1738009,1243  12th Ave,San Francisco,CA,94122
8999,8999,Structure Fire,0 days 10:56:36.000000000,0 days 10:57:21.000000000,0 days 00:00:45.000000000,37.77762424,-122.3999811,,3777047,695 Bryant St,San Francisco,CA,94107
9005,9005,Structure Fire,0 days 10:40:17.000000000,0 days 10:41:28.000000000,0 days 00:01:11.000000000,37.77393927,-122.4129479,,3518045,1346 Folsom St,San Francisco,CA,94103
9007,9007,Structure Fire,0 days 22:25:56.000000000,0 days 22:26:26.000000000,0 days 00:00:30.000000000,37.79056524,-122.4055737,,271005,502 Bush St,San Francisco,CA,94108
9010,9010,Structure Fire,0 days 10:06:59.000000000,0 days 10:08:19.000000000,0 days 00:01:20.000000000,37.79990525,-122.4395033,,489006,3231 Pierce St,San Francisco,CA,94123
9014,9014,Structure Fire,0 days 10:06:59.000000000,0 days 10:08:19.000000000,0 days 00:01:20.000000000,37.78474386,-122.4330671,,702003,1637 Fillmore St,San Francisco,CA,94115
9039,9039,Structure Fire,0 days 17:22:53.000000000,0 days 17:24:29.000000000,0 days 00:01:36.000000000,37.77499175,-122.4131611,,3518001,1301 Howard St,San Francisco,CA,94103
9052,9052,Structure Fire,0 days 17:22:53.000000000,0 days 17:24:29.000000000,0 days 00:01:36.000000000,37.75995363,-122.4371836,,2693006,144 Diamond St,San Francisco,CA,94114
9075,9075,Structure Fire,0 days 11:46:57.000000000,0 days 11:50:41.000000000,0 days 00:03:44.000000000,37.79047504,-122.390556,,3741035,250 The Embarcadero,San Francisco,CA,94105
9102,9102,Structure Fire,0 days 06:08:56.000000000,0 days 06:12:40.000000000,0 days 00:03:44.000000000,37.76069248,-122.5011073,,1796017C,3626 Judah St,San Francisco,CA,94122
9110,9110,Structure Fire,0 days 10:40:17.000000000,0 days 10:41:28.000000000,0 days 00:01:11.000000000,37.78474386,-122.4330671,,702003,1637 Fillmore St,San Francisco,CA,94115
